"institution_id","institution_name","acronym","state_branch","institution_type","parent_institution_id","territorial_level","region_code","region_name","commune_code","commune_name","policy_area_primary","legal_status","source_id","verification_status","last_verified","notes"
"CL-MUN-04301","Municipalidad de Ovalle","","Administración territorial","Municipalidad","","Comunal","04","Región de Coquimbo","04301","Ovalle","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-04302","Municipalidad de Combarbalá","","Administración territorial","Municipalidad","","Comunal","04","Región de Coquimbo","04302","Combarbalá","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-04303","Municipalidad de Monte Patria","","Administración territorial","Municipalidad","","Comunal","04","Región de Coquimbo","04303","Monte Patria","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-04304","Municipalidad de Punitaqui","","Administración territorial","Municipalidad","","Comunal","04","Región de Coquimbo","04304","Punitaqui","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-04305","Municipalidad de Río Hurtado","","Administración territorial","Municipalidad","","Comunal","04","Región de Coquimbo","04305","Río Hurtado","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05101","Municipalidad de Valparaíso","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05101","Valparaíso","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05102","Municipalidad de Casablanca","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05102","Casablanca","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05103","Municipalidad de Concón","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05103","Concón","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05104","Municipalidad de Juan Fernández","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05104","Juan Fernández","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05105","Municipalidad de Puchuncaví","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05105","Puchuncaví","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05107","Municipalidad de Quintero","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05107","Quintero","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05109","Municipalidad de Viña del Mar","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05109","Viña del Mar","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05201","Municipalidad de Isla de Pascua","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05201","Isla de Pascua","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05301","Municipalidad de Los Andes","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05301","Los Andes","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05302","Municipalidad de Calle Larga","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05302","Calle Larga","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05303","Municipalidad de Rinconada","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05303","Rinconada","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05304","Municipalidad de San Esteban","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05304","San Esteban","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05401","Municipalidad de La Ligua","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05401","La Ligua","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05402","Municipalidad de Cabildo","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05402","Cabildo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05403","Municipalidad de Papudo","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05403","Papudo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05404","Municipalidad de Petorca","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05404","Petorca","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05405","Municipalidad de Zapallar","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05405","Zapallar","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05501","Municipalidad de Quillota","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05501","Quillota","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05502","Municipalidad de Calera","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05502","Calera","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05503","Municipalidad de Hijuelas","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05503","Hijuelas","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05504","Municipalidad de La Cruz","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05504","La Cruz","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05506","Municipalidad de Nogales","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05506","Nogales","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05601","Municipalidad de San Antonio","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05601","San Antonio","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05602","Municipalidad de Algarrobo","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05602","Algarrobo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05603","Municipalidad de Cartagena","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05603","Cartagena","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05604","Municipalidad de El Quisco","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05604","El Quisco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05605","Municipalidad de El Tabo","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05605","El Tabo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05606","Municipalidad de Santo Domingo","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05606","Santo Domingo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05701","Municipalidad de San Felipe","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05701","San Felipe","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05702","Municipalidad de Catemu","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05702","Catemu","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05703","Municipalidad de Llaillay","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05703","Llaillay","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05704","Municipalidad de Panquehue","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05704","Panquehue","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05705","Municipalidad de Putaendo","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05705","Putaendo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05706","Municipalidad de Santa María","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05706","Santa María","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05801","Municipalidad de Quilpué","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05801","Quilpué","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05802","Municipalidad de Limache","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05802","Limache","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05803","Municipalidad de Olmué","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05803","Olmué","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-05804","Municipalidad de Villa Alemana","","Administración territorial","Municipalidad","","Comunal","05","Región de Valparaíso","05804","Villa Alemana","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06101","Municipalidad de Rancagua","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06101","Rancagua","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06102","Municipalidad de Codegua","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06102","Codegua","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06103","Municipalidad de Coinco","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06103","Coinco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06104","Municipalidad de Coltauco","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06104","Coltauco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06105","Municipalidad de Doñihue","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06105","Doñihue","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06106","Municipalidad de Graneros","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06106","Graneros","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06107","Municipalidad de Las Cabras","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06107","Las Cabras","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06108","Municipalidad de Machalí","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06108","Machalí","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06109","Municipalidad de Malloa","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06109","Malloa","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06110","Municipalidad de Mostazal","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06110","Mostazal","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06111","Municipalidad de Olivar","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06111","Olivar","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06112","Municipalidad de Peumo","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06112","Peumo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06113","Municipalidad de Pichidegua","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06113","Pichidegua","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06114","Municipalidad de Quinta de Tilcoco","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06114","Quinta de Tilcoco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06115","Municipalidad de Rengo","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06115","Rengo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06116","Municipalidad de Requínoa","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06116","Requínoa","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06117","Municipalidad de San Vicente","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06117","San Vicente","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06201","Municipalidad de Pichilemu","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06201","Pichilemu","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06202","Municipalidad de La Estrella","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06202","La Estrella","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06203","Municipalidad de Litueche","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06203","Litueche","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06204","Municipalidad de Marchigüe","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06204","Marchigüe","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06205","Municipalidad de Navidad","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06205","Navidad","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06206","Municipalidad de Paredones","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06206","Paredones","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06301","Municipalidad de San Fernando","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06301","San Fernando","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06302","Municipalidad de Chépica","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06302","Chépica","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06303","Municipalidad de Chimbarongo","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06303","Chimbarongo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06304","Municipalidad de Lolol","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06304","Lolol","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06305","Municipalidad de Nancagua","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06305","Nancagua","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06306","Municipalidad de Palmilla","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06306","Palmilla","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06307","Municipalidad de Peralillo","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06307","Peralillo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06308","Municipalidad de Placilla","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06308","Placilla","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06309","Municipalidad de Pumanque","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06309","Pumanque","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-06310","Municipalidad de Santa Cruz","","Administración territorial","Municipalidad","","Comunal","06","Región del Libertador General Bernardo O'Higgins","06310","Santa Cruz","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07101","Municipalidad de Talca","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07101","Talca","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07102","Municipalidad de Constitución","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07102","Constitución","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07103","Municipalidad de Curepto","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07103","Curepto","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07104","Municipalidad de Empedrado","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07104","Empedrado","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07105","Municipalidad de Maule","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07105","Maule","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07106","Municipalidad de Pelarco","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07106","Pelarco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07107","Municipalidad de Pencahue","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07107","Pencahue","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07108","Municipalidad de Río Claro","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07108","Río Claro","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07109","Municipalidad de San Clemente","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07109","San Clemente","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07110","Municipalidad de San Rafael","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07110","San Rafael","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07201","Municipalidad de Cauquenes","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07201","Cauquenes","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
